OBJECTID,LAND,BEZ,LOR,STRASSE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
49090,11,12,12301203,Wittenau SÅd,2019,1,13,6,3,5,3,0,1,1,0,0,0,0,1,7940622837,5835083823,1334146,5258609
49091,11,3,3040818,Pankow SÅd,2019,1,9,5,3,5,3,0,1,1,0,0,0,0,0,7991304007,5832327415,1341356,5255862
49093,11,12,12103115,Breitkopfbecken,2019,3,21,6,3,0,1,2,1,0,0,0,0,0,0,795437613,5833549454,1336034,5257159
49096,11,6,6040703,Nikolassee,2019,1,7,6,2,6,4,1,0,1,1,0,0,0,1,7867143754,5817042137,1321777,5242825
49097,11,7,7030303,Grazer Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0,7960743342,5822724905,1336007,5247421
49100,11,5,5020629,Bîrnicker Stra·e,2019,1,7,5,3,2,6,2,0,1,0,0,0,0,1,7848562612,5826356236,1319846,5251273
49101,11,5,5020524,Weinmeisterhornweg,2019,1,8,3,3,6,6,0,0,1,1,0,0,0,0,7835056502,5826701339,1317891,5251653
49105,11,2,2050602,Samariterviertel,2019,1,7,5,3,6,2,0,0,1,1,0,0,0,1,8034805815,5827610536,1347323,5251393
49106,11,5,5020524,Weinmeisterhornweg,2019,2,18,1,3,5,2,2,0,1,0,0,0,0,0,783514277,5826711666,1317905,5251662
49109,11,7,7050502,Fritz-Werner-Stra·e,2019,1,17,5,3,3,2,2,0,1,0,0,0,1,0,7981808157,5818901148,1338758,5243879
49111,11,7,7040402,Lindenhofsiedlung,2019,1,18,5,3,2,6,2,0,1,0,0,0,1,0,7964809733,5822570435,133659,524726
49114,11,4,4051551,Brabanter Platz,2019,1,16,5,2,0,1,2,0,0,0,1,0,0,0,7927407092,5823246873,1331159,5248068
49115,11,4,4010101,Jungfernheide,2019,2,12,6,3,2,6,0,0,0,0,0,1,1,0,7911705822,5829471679,1329398,5253733
49118,11,1,1011204,Leipziger Stra·e,2019,3,13,5,3,2,6,0,0,1,0,0,0,0,0,798627798,5827029868,1340141,5251141
49121,11,4,4041133,GÅterbahnhof Grunewald,2019,1,17,4,3,2,6,2,0,1,0,0,0,0,1,7905468448,5825193698,1328107,5249931
49124,11,1,1011202,Unter den Linden Nord,2019,1,12,4,3,2,6,0,0,1,0,0,0,0,1,7980772826,5827663242,1339389,5251738
49125,11,3,3020209,Niederschînhausen,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0,7982482264,5834742934,1340276,5258075
49128,11,12,12103219,SchÑfersee,2019,1,17,4,3,6,2,2,0,1,1,0,0,0,1,7957525838,5832685938,133642,5256367
49131,11,9,9020601,Schnellerstra·e,2019,1,6,4,3,3,6,2,0,1,0,1,0,0,1,806114301,5821639806,1350644,5245895
49132,11,1,1033203,Humboldthain Nordwest,2019,2,6,7,2,5,2,2,0,1,0,1,0,0,0,796187744,5830191845,1336838,5254108
49135,11,9,9010302,SpÑthsfelde,2019,1,5,4,3,3,6,2,0,1,0,0,1,0,1,8041404607,5819917884,1347591,5244462
49136,11,1,1011202,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1,7969214533,5827454815,1337672,5251615
49140,11,2,2050602,Samariterviertel,2019,1,8,4,3,5,3,1,1,1,0,0,0,0,1,8030936713,5827633678,1346757,5251436
49141,11,12,12301203,Wittenau SÅd,2019,2,15,6,3,5,3,0,0,1,0,0,0,1,0,7935119984,5835884649,1333407,5259356
49144,11,3,3061429,Greifswalder Stra·e,2019,1,7,4,3,6,4,2,0,1,1,0,0,0,1,8013933114,5831071626,134457,5254611
49147,11,4,4010103,Paul-Hertz-Siedlung,2019,1,7,4,3,2,6,2,0,1,0,0,0,0,1,791735854,5829205125,1330205,5253464
49150,11,6,6040703,Nikolassee,2019,1,7,4,2,6,2,2,0,1,1,0,0,0,1,7865043303,5816947168,132146,5242751
49151,11,6,6030605,Botanischer Garten,2019,2,18,3,3,2,6,2,0,1,0,0,0,0,0,7921940048,581959686,1330036,5244826
49154,11,6,6040702,DÅppel,2019,1,9,3,3,2,6,0,0,1,0,0,0,0,1,7853409671,581577497,1319654,5241761
49155,11,7,7050501,Rathausstra·e,2019,2,10,7,3,2,6,0,0,1,0,0,0,0,0,7980562623,5819439925,1338623,5244368
49158,11,1,1011105,Nîrdlicher Landwehrkanal,2019,1,19,3,3,2,6,2,0,1,0,0,0,0,1,7964098992,5826288542,1336817,5250597
49160,11,2,2050802,Boxhagener Platz,2019,1,19,3,3,2,6,2,1,0,0,0,0,0,1,8021027227,5827496005,1345288,5251367
49163,11,7,7050502,Fritz-Werner-Stra·e,2019,1,17,3,3,5,3,2,0,1,0,0,0,0,1,797466308,5817929806,1337623,5243047
49164,11,10,10010309,Springpfuhl,2019,2,10,4,2,5,3,0,1,1,0,0,0,0,0,8079548651,5828854359,1354011,5252257
49166,11,4,4041239,Stadion Wilmersdorf,2019,3,14,4,3,2,6,0,0,1,0,0,0,0,0,7921301715,5823763912,1330308,5248565
49169,11,3,3051017,Rennbahnstra·e,2019,1,12,3,3,4,1,0,0,1,0,0,0,0,1,802930303,5833241277,1347028,5256471
49172,11,7,7040401,Neu-Tempelhof,2019,1,19,2,3,6,4,2,0,0,1,0,0,1,1,7978140086,5822706021,1338559,5247309
49173,11,6,6040701,Wannsee,2019,1,17,4,2,0,1,2,0,0,0,1,0,0,1,7839096547,5815944997,1317569,5241988
49178,11,7,7050501,Rathausstra·e,2019,1,12,1,3,6,2,0,0,1,1,0,0,0,0,7976987809,5818765902,1338039,5243784
49179,11,4,4041134,Bismarckallee,2019,2,5,6,3,0,1,1,0,0,0,1,0,0,1,7909601329,5824654006,1328667,5249425
49182,11,2,2050602,Samariterviertel,2019,1,11,7,3,5,2,0,0,1,0,0,0,0,0,802180849,5827729145,1345424,5251572
49183,11,1,1011202,Unter den Linden Nord,2019,1,11,1,3,5,3,0,1,0,0,0,0,0,1,796921547,582745483,1337672,5251615
49186,11,12,12103218,Teichstra·e,2019,1,7,6,3,2,2,1,0,1,0,0,0,0,1,7945727818,5833802732,1334784,5257433
49188,11,9,9010302,SpÑthsfelde,2019,1,19,6,3,2,6,2,0,1,0,0,0,0,0,8031460278,5820827157,1346215,5245332
49189,11,7,7070701,Kettinger Stra·e/Schillerstra·e,2019,2,12,6,3,5,2,0,1,1,0,0,0,0,0,7992281451,5816332377,1340064,5241519
49192,11,3,3040818,Pankow SÅd,2019,1,18,6,3,5,3,2,1,1,0,0,0,0,1,8001392984,5832459026,1342852,5255924
49194,11,3,3040513,Schînholz,2019,1,20,4,3,5,3,2,1,0,0,0,0,1,0,7980155569,5833645408,1339835,5257104
49196,11,7,7020203,Kaiser-Wilhelm-Platz,2019,1,18,6,3,1,5,2,1,1,0,0,0,0,1,7956574056,5823950336,1335504,5248542
49199,11,6,6010101,Fichtenberg,2019,1,18,5,3,5,2,2,1,1,0,0,0,0,0,7931381878,5820207459,1331475,5245322
49200,11,4,4030417,Schlo·stra·e,2019,2,2,7,2,0,1,2,0,1,0,0,0,0,1,7908241786,5826587653,1328636,5251166
49202,11,1,1011303,Alexanderplatzviertel,2019,3,17,7,3,2,7,1,1,1,0,0,0,0,0,7988806566,5828063986,1340605,5252054
49205,11,10,10010206,Ringkolonnaden,2019,1,18,4,3,2,6,2,0,1,0,0,0,0,1,8084640972,5832381088,1355086,5255389
49206,11,1,1022202,Heidestra·e,2019,2,16,5,3,0,6,0,1,1,0,0,0,0,0,7958883757,5829545262,133634,5253545
49209,11,7,7030303,Grazer Platz,2019,1,13,4,3,5,3,0,0,1,0,0,1,0,0,7951685542,5822981695,13347,52477
49210,11,3,3061126,Arnimplatz,2019,1,14,2,3,0,2,1,1,1,0,0,0,0,0,7992193518,5831430524,1341406,5255053
49216,11,10,10040933,Mahlsdorf SÅd,2019,3,16,3,3,5,2,0,0,1,0,0,0,0,0,8120480848,5827139682,1359864,5250488
49219,11,8,8020619,Buschkrugallee Nord,2019,1,3,4,3,3,6,2,0,1,0,0,1,0,1,8022073872,5821926654,1344937,5246369
49222,11,2,2010101,Askanischer Platz,2019,1,4,3,3,2,6,2,0,1,0,0,0,0,1,7973324939,5825588423,1338109,5249919
49223,11,6,6010209,Feuerbachstra·e,2019,1,11,3,2,5,2,0,0,1,0,0,0,0,1,794018691,5821046749,1332841,5246027
49228,11,4,4020314,MessegelÑnde,2019,1,5,3,3,9,1,2,0,1,0,0,0,0,1,7903130473,582548758,1327789,5250207
49229,11,1,1011303,Alexanderplatzviertel,2019,2,10,4,1,5,2,0,1,0,0,0,1,0,0,799571012,5828269929,1341638,52522
49232,11,2,2020202,Rathaus Yorckstra·e,2019,1,2,3,3,2,6,2,0,1,0,0,0,0,1,7977779576,5825474655,1338753,5249793
49233,11,7,7040403,Manteuffelstra·e,2019,1,21,7,3,2,6,2,0,1,0,0,0,0,1,7978457323,5822074498,1338549,5246741
49236,11,7,7050502,Fritz-Werner-Stra·e,2019,1,14,6,3,5,2,0,1,1,0,0,0,0,0,797550088,5818304145,1337779,5243378
49238,11,9,9010102,Am Treptower Park Nord,2019,1,2,3,3,2,4,2,0,1,1,0,0,0,1,8027315974,5825212336,1346005,5249285
49239,11,3,3071633,ThÑlmannpark,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,0,8003375764,5830029634,1342924,5253736
49248,11,3,3061429,Greifswalder Stra·e,2019,2,15,6,3,6,2,0,0,1,1,0,0,0,0,8013229569,5830980634,1344459,5254534
49250,11,4,4030623,Ernst-Reuter-Platz,2019,3,12,6,3,5,2,0,0,0,0,1,0,1,0,7932998004,5826818808,1332294,5251241
49254,11,2,2050602,Samariterviertel,2019,2,20,4,3,2,6,2,1,0,0,0,0,0,0,8027389367,5827670928,1346239,5251489
49258,11,7,7040405,Rathaus Tempelhof,2019,1,23,7,2,9,1,2,0,1,0,0,0,0,1,7989069826,582190427,1340092,5246531
49264,11,7,7040403,Manteuffelstra·e,2019,2,6,2,3,2,6,0,0,1,0,0,0,1,0,7978464449,5822349191,1338575,5246988
49273,11,1,1044201,Reinickendorfer Stra·e,2019,2,16,2,3,5,7,0,0,1,0,0,0,0,0,7960482099,5831337493,1336735,5255143
49277,11,3,3061131,Falkplatz,2019,2,18,4,3,6,4,1,1,0,1,0,0,0,0,7991731409,5830789648,1341281,5254481
49283,11,4,4041133,GÅterbahnhof Grunewald,2019,1,13,6,3,2,6,0,0,1,0,0,0,0,0,7906370798,5825050807,1328227,5249798
49286,11,3,3071633,ThÑlmannpark,2019,2,19,3,3,1,5,2,1,1,0,0,0,0,0,8003754147,583001081,1342978,5253717
49289,11,1,1011201,Wilhelmstra·e,2019,3,14,7,3,4,6,0,1,1,0,0,0,0,1,7972422649,5826765307,1338082,5250979
49297,11,6,6040701,Wannsee,2019,1,19,5,2,6,4,2,0,1,1,0,0,0,1,7823554063,5815729758,1315272,5241875
49299,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,13,5,3,5,3,0,1,0,0,0,0,0,0,8018085744,5826347661,1344752,5250354
49303,11,7,7030303,Grazer Platz,2019,2,16,3,3,2,6,0,0,1,0,0,0,0,0,795761954,5823111603,1335583,5247784
49307,11,3,3061429,Greifswalder Stra·e,2019,1,12,3,3,5,2,0,1,0,0,0,1,0,0,8009734348,5830485581,13439,5254109
49312,11,1,1011202,Unter den Linden Nord,2019,2,22,7,3,2,6,2,0,1,0,0,0,0,0,798054754,5827659626,1339356,5251736
49321,11,7,7030303,Grazer Platz,2019,2,8,5,2,6,2,0,0,1,1,0,0,0,0,795753515,5823099571,1335569,5247774
49323,11,1,1011303,Alexanderplatzviertel,2019,3,22,5,3,2,2,2,1,0,0,0,0,1,0,7987823916,5827998141,1340455,5252
49330,11,4,4020310,Park Ruhwald,2019,1,7,4,3,3,6,1,0,1,0,0,0,0,1,7904309598,5828269053,1328205,5252694
49337,11,3,3050925,Komponistenviertel Wei·ensee,2019,2,14,7,3,5,3,0,1,1,0,0,0,0,0,801544955,5831193727,1344804,5254712
49338,11,2,2020203,Viktoriapark,2019,3,7,6,3,1,1,0,0,1,0,0,0,0,0,7977414785,5824501894,1338613,5248923
49345,11,6,6040703,Nikolassee,2019,1,12,4,2,2,6,0,0,1,0,0,0,0,1,7859667366,5816632556,1320645,5242497
49350,11,4,4010102,Plîtzensee,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0,7930685594,5829585483,1332198,5253733
49354,11,7,7070701,Kettinger Stra·e/Schillerstra·e,2019,1,7,2,3,2,6,2,0,1,0,0,0,0,1,7993059337,5816197575,1340166,5241394
49360,11,4,4020311,Reichsstra·e,2019,2,14,7,3,3,6,0,0,1,0,0,0,1,0,7900754492,5826321718,1327513,5250967
49370,11,4,4030622,Richard-Wagner-Stra·e,2019,2,19,4,3,2,6,2,0,1,0,0,0,0,0,7919904042,5826616301,1330352,5251129
49372,11,4,4020313,Kînigin-Elisabeth-Stra·e,2019,3,12,4,3,2,6,0,0,1,0,0,0,0,0,790516429,5826393681,1328167,5251008
49379,11,1,1011303,Alexanderplatzviertel,2019,1,12,3,3,3,6,0,1,1,0,0,0,0,0,7990387403,5827532034,134079,5251568
49385,11,4,4030622,Richard-Wagner-Stra·e,2019,2,9,5,3,5,7,0,0,1,0,1,0,0,0,7923620134,5826678445,1330904,5251165
49389,11,4,4030622,Richard-Wagner-Stra·e,2019,1,6,7,3,5,2,1,0,1,0,0,0,1,0,7921019508,5826635133,1330518,525114
49392,11,12,12214125,Waldidyll/Flughafensee,2019,1,10,6,3,2,6,0,0,1,0,0,0,1,1,7913933515,5833814014,1330107,5257614
49395,11,3,3040818,Pankow SÅd,2019,2,12,6,2,5,2,0,0,1,0,0,0,1,0,7991740612,5832231906,1341412,5255774
49404,11,3,3061126,Arnimplatz,2019,1,0,1,3,3,6,2,0,1,0,0,0,0,1,7991836038,5832120821,1341416,5255673
49409,11,3,3061228,Erich-Weinert-Stra·e,2019,2,17,6,3,3,6,1,1,1,0,0,0,0,0,8001994127,583100309,1342809,5254616
49419,11,4,4030416,Klausenerplatz,2019,2,10,2,3,2,6,0,0,1,0,0,1,0,0,7908004677,5826935512,1328632,5251479
49421,11,4,4020314,MessegelÑnde,2019,3,8,2,3,3,6,0,0,1,0,0,1,0,0,7904423424,58252547,1327959,5249991
49428,11,1,1011102,Gro·er Tiergarten,2019,1,10,3,3,5,2,0,0,1,0,0,0,0,1,796453881,5827390807,1336979,5251583
49434,11,12,12103115,Breitkopfbecken,2019,2,11,4,3,2,2,0,0,1,0,0,0,0,0,7954688389,5833468685,1336073,5257084
49440,11,1,1011303,Alexanderplatzviertel,2019,1,6,5,3,6,2,2,0,1,1,0,0,0,1,7988245131,5828011078,1340518,5252009
49443,11,12,12103117,Letteplatz,2019,2,16,5,3,2,6,0,0,1,0,0,0,0,0,7958168527,5832407694,133649,5256115
49452,11,12,12103219,SchÑfersee,2019,1,17,5,3,3,6,2,0,1,0,0,0,0,0,7956729937,5832907147,1336323,525657
49454,11,3,3061332,Helmholtzplatz,2019,3,23,6,3,5,2,2,0,1,0,0,0,0,0,7999865407,5830197624,1342423,5253905
49458,11,1,1011303,Alexanderplatzviertel,2019,2,18,4,3,2,2,2,1,1,0,0,0,0,0,799784198,5828665245,1341987,5252543
49465,11,3,3071639,Bîtzowstra·e,2019,2,18,6,3,1,5,2,1,0,0,0,0,1,0,8005484152,582980314,1343213,5253521
49467,11,6,6040701,Wannsee,2019,3,12,7,3,1,1,0,0,1,0,0,0,0,0,77918462,5814995883,131056,524138
49471,11,2,2050801,Traveplatz,2019,2,15,4,3,3,6,0,1,1,0,0,0,0,0,8021763781,582770648,1345416,5251552
49475,11,4,4010101,Jungfernheide,2019,1,11,2,3,3,6,0,0,1,0,0,0,0,0,7913710303,583053409,1329786,5254675
49481,11,3,3051017,Rennbahnstra·e,2019,2,15,3,3,5,3,0,1,1,0,0,0,0,0,8029700026,5833351904,1347096,5256568
49490,11,7,7020203,Kaiser-Wilhelm-Platz,2019,2,15,3,3,2,6,0,0,1,0,0,0,0,0,795636822,5823954698,1335474,5248547
49493,11,12,12224230,Heiligensee,2019,3,14,6,3,0,7,0,0,1,0,0,0,0,0,7875432881,5838730958,1324868,5262227
49500,11,2,2050802,Boxhagener Platz,2019,1,16,5,3,5,2,0,1,1,0,0,0,0,0,8021117113,5827388097,1345292,525127
49502,11,2,2050602,Samariterviertel,2019,2,15,5,3,6,7,0,1,0,1,0,0,0,0,8031275388,5827630323,1346806,5251431
49506,11,4,4020313,Kînigin-Elisabeth-Stra·e,2019,2,9,2,3,5,7,0,1,1,0,0,0,0,0,7904181825,5826358666,132802,5250982
49510,11,6,6030503,Zehlendorf Mitte,2019,1,19,3,3,0,6,2,0,0,0,1,0,1,1,789692904,5817964529,1326225,5243495
49515,11,4,4010101,Jungfernheide,2019,2,14,7,3,2,6,0,0,1,0,0,0,0,0,7912498429,5829816299,1329545,5254038
49522,11,3,3071638,Winsstra·e,2019,1,8,3,3,3,6,0,0,1,0,0,1,0,0,7999580252,582891069,1342265,5252754
49528,11,7,7030303,Grazer Platz,2019,2,15,2,3,2,6,0,0,1,0,0,0,1,0,7962790645,5822691603,1336305,524738
49537,11,7,7070701,Kettinger Stra·e/Schillerstra·e,2019,2,7,6,3,3,6,1,0,1,0,0,0,0,1,7997519024,5814179813,1340639,5239561
49540,11,1,1011303,Alexanderplatzviertel,2019,3,7,5,3,0,5,0,1,1,0,0,0,0,1,799676435,5828479042,1341812,5252382
49547,11,3,3040818,Pankow SÅd,2019,1,14,4,3,1,5,0,1,1,0,0,0,0,0,7991145836,583233921,1341334,5255873
49554,11,3,3061126,Arnimplatz,2019,2,15,7,3,5,2,0,1,1,0,0,0,0,0,7991971111,5831455217,1341376,5255076
49558,11,3,3061429,Greifswalder Stra·e,2019,1,15,2,2,6,4,0,0,1,1,0,0,0,0,8009467616,5830492917,1343861,5254117
49563,11,1,1044203,Leopoldplatz,2019,2,15,6,3,1,5,0,0,1,0,0,0,0,0,7959536773,5831634004,1336622,5255414
49573,11,3,3020209,Niederschînhausen,2019,2,17,4,3,5,7,2,1,0,0,0,0,1,0,7980586127,5834034665,1339933,5257451
49575,11,4,4020310,Park Ruhwald,2019,3,9,3,2,2,6,0,0,1,0,0,1,0,0,7905107131,5827472393,1328253,5251976
49582,11,3,3020209,Niederschînhausen,2019,1,17,3,3,5,3,1,1,1,0,0,0,0,1,7981535636,5836012726,1340251,5259218
49587,11,3,3061131,Falkplatz,2019,2,15,4,3,4,6,0,1,0,0,0,0,0,0,7991488088,5830786734,1341245,525448
49589,11,4,4020208,Kranzallee,2019,3,10,4,3,0,6,0,1,1,0,0,0,0,1,788846577,5826110734,1325689,5250843
49596,11,7,7060601,Marienfelder Allee Nordwest,2019,1,12,4,2,5,3,0,0,1,0,0,0,1,0,7970547393,5816808285,133692,5242064
49603,11,8,8020619,Buschkrugallee Nord,2019,2,18,6,3,3,6,1,0,1,0,0,1,0,0,8016996286,5821804612,1344181,5246288
49607,11,6,6010209,Feuerbachstra·e,2019,1,2,1,3,9,1,2,0,1,0,0,0,0,2,7942571171,5821457539,1333227,5246383
49610,11,3,3061332,Helmholtzplatz,2019,1,21,5,2,0,5,2,0,1,0,1,0,0,1,7998552227,5830225511,1342232,5253938
49613,11,3,3020209,Niederschînhausen,2019,2,11,6,3,5,3,0,1,1,0,0,0,0,0,7981655959,5836120966,1340278,5259315
49623,11,2,2020203,Viktoriapark,2019,2,19,1,3,2,6,2,0,1,0,0,0,0,1,7977597202,5824117589,1338605,5248578
49625,11,3,3061434,Anton-Saefkow-Park,2019,3,17,1,3,2,6,0,0,1,0,0,0,0,0,8006065036,5829927693,134331,5253629
49632,11,4,4030623,Ernst-Reuter-Platz,2019,1,16,2,3,2,6,0,0,1,0,0,0,0,0,7933605113,5826868212,1332388,5251282
49638,11,6,6030503,Zehlendorf Mitte,2019,2,16,4,3,2,6,0,0,1,0,0,0,0,0,7898056732,5817996932,1326393,5243518
49644,11,7,7050502,Fritz-Werner-Stra·e,2019,1,19,5,3,2,6,2,0,1,0,0,0,0,1,798247077,5818690615,1338836,5243686
49650,11,5,5020629,Bîrnicker Stra·e,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,1,7854133234,5826207645,1320652,5251111
49654,11,12,12301204,Wittenau Nord,2019,1,21,7,3,3,6,2,0,1,0,1,0,0,0,7934156566,5836179161,1333292,5259625
49657,11,7,7020202,Volkspark (Rudolf-Wilde-Park),2019,1,18,5,2,6,4,2,0,1,1,0,0,0,1,7954093984,5823400768,1335091,5248063
49660,11,9,9020601,Schnellerstra·e,2019,2,18,5,3,5,2,2,1,1,0,0,0,0,0,8065240535,5821210689,1351205,5245487
49669,11,3,3061429,Greifswalder Stra·e,2019,2,5,6,3,6,2,2,0,1,1,0,0,0,0,8015206676,5831177585,1344767,5254699
49671,11,1,1011105,Nîrdlicher Landwehrkanal,2019,3,22,7,3,2,2,2,0,1,0,0,0,0,0,7964204027,5826328376,1336835,5250632
49675,11,1,1044102,Schillerpark,2019,2,6,4,2,5,3,1,0,1,0,0,0,1,0,7958790569,583205727,133655,5255797
49679,11,1,1011303,Alexanderplatzviertel,2019,1,2,1,2,6,4,2,0,1,1,0,0,0,1,799346084,5827965929,1341281,525194
49685,11,1,1011201,Wilhelmstra·e,2019,2,11,2,3,3,6,0,1,0,0,0,1,0,0,7976865694,582683868,1338741,5251021
49694,11,4,4051551,Brabanter Platz,2019,2,23,2,3,3,6,2,0,1,0,0,0,0,0,7926272921,5823373067,1331003,5248188
49697,11,10,10040933,Mahlsdorf SÅd,2019,3,11,6,3,5,3,0,1,1,0,0,0,0,1,8125648469,5827180932,1360626,5250495
49704,11,1,1011105,Nîrdlicher Landwehrkanal,2019,1,14,4,3,2,6,0,0,1,0,0,0,0,0,7966777527,5826255047,1337207,5250552
49707,11,7,7040403,Manteuffelstra·e,2019,2,18,4,3,6,7,1,1,0,1,0,0,0,0,7978358254,5822235162,1338549,5246886
49710,11,4,4041134,Bismarckallee,2019,3,10,7,3,2,6,0,0,1,0,0,0,0,1,7906638959,5824994826,1328262,5249746
49718,11,2,2050602,Samariterviertel,2019,1,7,5,3,1,5,0,0,1,1,0,0,0,0,8032873544,5827630903,1347041,5251422
49720,11,6,6010102,Schlo·stra·e,2019,2,14,5,3,2,6,0,0,1,0,0,0,0,0,793522403,582037891,1332054,5245455
49724,11,4,4020208,Kranzallee,2019,2,14,3,3,5,3,0,0,1,0,0,0,0,0,7878634149,582595201,1324231,5250753
49728,11,4,4010101,Jungfernheide,2019,1,13,3,3,2,6,0,0,1,0,0,1,0,0,7905356459,5828603849,1328388,5252989
49733,11,7,7020203,Kaiser-Wilhelm-Platz,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0,7956761531,5823968193,1335533,5248557
49742,11,12,12231101,Hermsdorf,2019,2,11,5,3,2,2,0,0,1,0,0,0,0,0,7917859286,5839413615,1331178,5262613
49744,11,9,9010401,Johannisthal West,2019,3,6,5,3,2,6,0,0,0,0,0,1,0,1,8057039419,5818830739,1349785,52434
49751,11,7,7060601,Marienfelder Allee Nordwest,2019,1,13,4,3,2,6,0,0,1,0,0,0,0,0,7965959364,5815991635,1336175,5241357
49758,11,7,7030303,Grazer Platz,2019,2,14,7,3,0,1,0,0,0,0,1,0,0,0,7951020698,5823020833,1334606,5247739
49762,11,1,1033203,Humboldthain Nordwest,2019,1,16,1,3,2,6,2,0,1,0,0,0,0,0,7962860694,583027827,133699,525418
49767,11,2,2050602,Samariterviertel,2019,2,15,6,2,0,1,0,1,0,0,0,0,0,0,802148993,5827725845,1345377,5251571
49772,11,3,3061434,Anton-Saefkow-Park,2019,2,8,1,3,0,7,0,0,1,0,0,0,0,0,8008352391,5829741574,1343629,525345
49776,11,10,10040933,Mahlsdorf SÅd,2019,1,14,2,3,2,6,0,0,1,0,0,0,0,1,8138160718,5827138751,136246,5250386
49782,11,3,3061126,Arnimplatz,2019,2,10,7,2,9,1,0,0,1,0,0,0,0,0,7991952895,5831415739,134137,5255041
49792,11,6,6030503,Zehlendorf Mitte,2019,2,8,4,3,2,6,0,0,1,0,0,1,0,0,7895301095,5817972008,1325987,524351
49794,11,2,2050602,Samariterviertel,2019,3,13,4,3,5,2,0,1,1,0,0,0,0,0,8030827453,5827634798,1346741,5251437
49801,11,7,7040405,Rathaus Tempelhof,2019,1,16,4,3,2,6,1,0,1,0,0,0,0,0,7980152765,5822313792,1338819,5246947
49807,11,1,1011102,Gro·er Tiergarten,2019,2,16,6,3,3,6,0,0,1,0,1,0,0,0,7953411837,5827193003,1335327,5251466
49811,11,10,10010309,Springpfuhl,2019,1,10,7,1,6,4,0,0,1,1,0,0,0,1,8076560523,5829873139,1353666,5253187
49814,11,4,4041134,Bismarckallee,2019,1,22,5,3,9,1,2,0,1,0,0,0,0,1,7909214706,5824686832,1328613,5249457
49817,11,12,12301203,Wittenau SÅd,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0,794053073,5835100464,1334134,5258624
49826,11,2,2050602,Samariterviertel,2019,2,19,6,3,5,7,2,0,1,0,0,0,0,0,8021798311,5827735004,1345423,5251577
49828,11,1,1011303,Alexanderplatzviertel,2019,3,12,7,3,0,6,0,0,1,0,0,0,1,0,7995905726,5828313678,1341671,5252239
49840,11,7,7050502,Fritz-Werner-Stra·e,2019,2,13,2,3,5,7,0,0,0,0,0,0,1,0,7982342722,5818746063,1338822,5243737
49842,11,1,1044201,Reinickendorfer Stra·e,2019,3,13,2,3,2,6,0,0,1,0,0,0,0,0,7961810918,5831025745,1336902,5254856
49849,11,7,7050502,Fritz-Werner-Stra·e,2019,1,11,3,3,5,3,0,0,0,0,1,0,1,1,7975508282,5818307394,1337781,5243381
49855,11,12,12103218,Teichstra·e,2019,2,8,4,3,5,2,0,1,0,0,0,0,1,0,7945591596,5833821741,1334766,525745
49859,11,4,4020311,Reichsstra·e,2019,1,21,7,3,3,6,2,0,1,0,0,0,0,0,7901469424,5826333043,1327619,5250974
49862,11,1,1011105,Nîrdlicher Landwehrkanal,2019,1,15,5,3,3,6,0,0,1,0,0,0,0,0,7964391203,5826321954,1336862,5250625
49865,11,3,3061131,Falkplatz,2019,2,17,5,3,2,2,1,1,1,0,0,0,0,0,799180748,5830360858,1341253,5254096
49874,11,2,2050602,Samariterviertel,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0,8034999511,5827608435,1347351,525139
49876,11,1,1044203,Leopoldplatz,2019,3,13,6,3,1,5,0,1,1,0,0,0,0,0,7958996711,5831859114,1336563,5255618
49880,11,1,1011204,Leipziger Stra·e,2019,2,19,4,2,6,4,2,0,1,1,0,0,0,0,7982095826,5826945703,1339519,5251088
49884,11,4,4020314,MessegelÑnde,2019,1,13,5,3,3,6,0,0,1,0,0,1,0,0,7904678686,582532266,1328002,5250051
49890,11,4,4020310,Park Ruhwald,2019,2,6,2,3,2,6,1,0,1,0,0,0,0,1,7904795109,5828454882,1328293,5252858
49894,11,4,4041134,Bismarckallee,2019,2,6,5,3,3,6,1,0,1,0,0,1,0,0,7908617487,5824716145,1328528,5249486
49898,11,7,7050501,Rathausstra·e,2019,1,20,2,3,6,2,2,0,1,1,0,0,0,1,7978675882,5820441114,1338436,5245276
49904,11,2,2040703,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,23,4,3,6,4,2,0,0,1,0,0,1,0,8018770593,5826535506,134487,5250519
49909,11,4,4010102,Plîtzensee,2019,1,15,4,3,2,6,0,0,1,0,0,0,0,1,7922141485,5829346804,1330921,5253565
